,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2635989,Andaman and Nicobar Islands,2020-11-29,-16.0,,-29.0,23.0,12.0,8.0
2635990,Andaman and Nicobar Islands,2020-11-30,-9.0,,-37.0,37.0,-31.0,13.0
2635991,Andaman and Nicobar Islands,2020-12-01,-4.0,,-39.0,43.0,9.0,6.0
2635992,Andaman and Nicobar Islands,2020-12-02,-5.0,,-31.0,49.0,14.0,4.0
2635993,Andaman and Nicobar Islands,2020-12-03,-13.0,,-35.0,36.0,15.0,7.0
2635994,Andaman and Nicobar Islands,2020-12-04,-6.0,,-34.0,38.0,14.0,8.0
2635995,Andaman and Nicobar Islands,2020-12-05,-6.0,,-34.0,39.0,21.0,8.0
2635996,Andaman and Nicobar Islands,2020-12-06,-13.0,,-16.0,31.0,21.0,6.0
2635997,Andaman and Nicobar Islands,2020-12-07,-3.0,,-28.0,52.0,14.0,5.0
2635998,Andaman and Nicobar Islands,2020-12-08,-5.0,,-27.0,53.0,17.0,5.0
2635999,Andaman and Nicobar Islands,2020-12-09,-2.0,,-28.0,53.0,15.0,5.0
2636000,Andaman and Nicobar Islands,2020-12-10,-6.0,,-25.0,58.0,17.0,9.0
2636001,Andaman and Nicobar Islands,2020-12-11,-3.0,,-28.0,56.0,19.0,11.0
2636002,Andaman and Nicobar Islands,2020-12-12,-5.0,,-26.0,56.0,13.0,13.0
2636003,Andaman and Nicobar Islands,2020-12-13,-18.0,,-13.0,50.0,23.0,12.0
2636004,Andaman and Nicobar Islands,2020-12-14,-8.0,,-30.0,56.0,18.0,11.0
2636005,Andaman and Nicobar Islands,2020-12-15,-6.0,,-28.0,62.0,18.0,10.0
2636006,Andaman and Nicobar Islands,2020-12-16,-14.0,,-32.0,58.0,16.0,13.0
2636007,Andaman and Nicobar Islands,2020-12-17,-7.0,,-24.0,62.0,20.0,12.0
2636008,Andaman and Nicobar Islands,2020-12-18,-1.0,,-26.0,67.0,22.0,12.0
2636009,Andaman and Nicobar Islands,2020-12-19,0.0,,-22.0,64.0,23.0,12.0
2636010,Andaman and Nicobar Islands,2020-12-20,-9.0,,-6.0,55.0,24.0,11.0
2636011,Andaman and Nicobar Islands,2020-12-21,5.0,,-19.0,66.0,20.0,10.0
2636012,Andaman and Nicobar Islands,2020-12-22,-1.0,,-20.0,65.0,19.0,11.0
2636013,Andaman and Nicobar Islands,2020-12-23,3.0,,-20.0,75.0,18.0,9.0
2636014,Andaman and Nicobar Islands,2020-12-24,8.0,,-14.0,70.0,9.0,10.0
2636015,Andaman and Nicobar Islands,2020-12-25,-6.0,,-13.0,47.0,-35.0,18.0
2636016,Andaman and Nicobar Islands,2020-12-26,-16.0,,-31.0,58.0,15.0,16.0
2636017,Andaman and Nicobar Islands,2020-12-27,-6.0,,-6.0,55.0,23.0,12.0
2636018,Andaman and Nicobar Islands,2020-12-28,5.0,,-15.0,64.0,22.0,11.0
2636019,Andaman and Nicobar Islands,2020-12-29,-2.0,,-15.0,70.0,19.0,10.0
2636020,Andaman and Nicobar Islands,2020-12-30,7.0,,-13.0,75.0,15.0,10.0
2636021,Andaman and Nicobar Islands,2020-12-31,17.0,,-9.0,75.0,19.0,7.0
2636022,Andaman and Nicobar Islands,2021-01-01,-5.0,,-13.0,50.0,10.0,13.0
2636023,Andaman and Nicobar Islands,2021-01-02,5.0,,-16.0,66.0,30.0,11.0
2636024,Andaman and Nicobar Islands,2021-01-03,-5.0,,3.0,57.0,27.0,10.0
2636025,Andaman and Nicobar Islands,2021-01-04,2.0,,-18.0,67.0,28.0,10.0
2636026,Andaman and Nicobar Islands,2021-01-05,-5.0,,-17.0,63.0,24.0,10.0
2636027,Andaman and Nicobar Islands,2021-01-06,6.0,,-20.0,67.0,28.0,9.0
2636028,Andaman and Nicobar Islands,2021-01-07,1.0,,-15.0,65.0,27.0,10.0
2636029,Andaman and Nicobar Islands,2021-01-08,9.0,,-19.0,66.0,30.0,11.0
2636030,Andaman and Nicobar Islands,2021-01-09,10.0,,-14.0,63.0,18.0,10.0
2636031,Andaman and Nicobar Islands,2021-01-10,-4.0,,5.0,49.0,29.0,10.0
2636032,Andaman and Nicobar Islands,2021-01-11,8.0,,-18.0,60.0,30.0,9.0
2636033,Andaman and Nicobar Islands,2021-01-12,2.0,,-25.0,55.0,23.0,9.0
2636034,Andaman and Nicobar Islands,2021-01-13,15.0,,-19.0,62.0,23.0,7.0
2636035,Andaman and Nicobar Islands,2021-01-14,-11.0,,-9.0,23.0,-36.0,17.0
2636036,Andaman and Nicobar Islands,2021-01-15,7.0,,-24.0,38.0,14.0,9.0
2636037,Andaman and Nicobar Islands,2021-01-16,5.0,,-25.0,36.0,17.0,9.0
2636038,Andaman and Nicobar Islands,2021-01-17,-5.0,,2.0,33.0,14.0,10.0
2636039,Andaman and Nicobar Islands,2021-01-18,6.0,,-18.0,44.0,18.0,8.0
2636040,Andaman and Nicobar Islands,2021-01-19,2.0,,-16.0,42.0,17.0,9.0
2636041,Andaman and Nicobar Islands,2021-01-20,8.0,,-19.0,48.0,21.0,8.0
2636042,Andaman and Nicobar Islands,2021-01-21,5.0,,-16.0,44.0,20.0,9.0
2636043,Andaman and Nicobar Islands,2021-01-22,12.0,,-17.0,51.0,24.0,9.0
2636044,Andaman and Nicobar Islands,2021-01-23,13.0,,-15.0,52.0,24.0,9.0
2636045,Andaman and Nicobar Islands,2021-01-24,1.0,,6.0,46.0,25.0,9.0
2636046,Andaman and Nicobar Islands,2021-01-25,16.0,,-9.0,61.0,24.0,8.0
2636047,Andaman and Nicobar Islands,2021-01-26,-1.0,,8.0,35.0,-38.0,17.0
2636048,Andaman and Nicobar Islands,2021-01-27,13.0,,-12.0,60.0,24.0,8.0
2636049,Andaman and Nicobar Islands,2021-01-28,10.0,,-10.0,47.0,23.0,9.0
2636050,Andaman and Nicobar Islands,2021-01-29,14.0,,-16.0,54.0,26.0,7.0
2636051,Andaman and Nicobar Islands,2021-01-30,15.0,,-16.0,55.0,29.0,4.0
2636052,Andaman and Nicobar Islands,2021-01-31,11.0,,6.0,51.0,25.0,4.0
2636053,Andaman and Nicobar Islands,2021-02-01,19.0,,-14.0,55.0,21.0,3.0
2636054,Andaman and Nicobar Islands,2021-02-02,7.0,,-16.0,56.0,16.0,1.0
2636055,Andaman and Nicobar Islands,2021-02-03,11.0,,-18.0,57.0,19.0,2.0
2636056,Andaman and Nicobar Islands,2021-02-04,3.0,,-19.0,42.0,14.0,3.0
2636057,Andaman and Nicobar Islands,2021-02-05,9.0,,-20.0,48.0,19.0,5.0
2636058,Andaman and Nicobar Islands,2021-02-06,15.0,,-18.0,52.0,20.0,5.0
2636059,Andaman and Nicobar Islands,2021-02-07,1.0,,4.0,50.0,18.0,5.0
2636060,Andaman and Nicobar Islands,2021-02-08,4.0,,-23.0,46.0,16.0,5.0
2636061,Andaman and Nicobar Islands,2021-02-09,11.0,,-16.0,59.0,19.0,3.0
2636062,Andaman and Nicobar Islands,2021-02-10,12.0,,-16.0,60.0,21.0,4.0
2636063,Andaman and Nicobar Islands,2021-02-11,11.0,,-10.0,59.0,20.0,4.0
2636064,Andaman and Nicobar Islands,2021-02-12,24.0,,-7.0,63.0,23.0,4.0
2636065,Andaman and Nicobar Islands,2021-02-13,19.0,,-9.0,54.0,8.0,7.0
2636066,Andaman and Nicobar Islands,2021-02-14,18.0,,17.0,57.0,19.0,6.0
2636067,Andaman and Nicobar Islands,2021-02-15,16.0,,-11.0,58.0,20.0,5.0
2636068,Andaman and Nicobar Islands,2021-02-16,15.0,,-9.0,60.0,16.0,4.0
2636069,Andaman and Nicobar Islands,2021-02-17,22.0,,-12.0,70.0,22.0,3.0
2636070,Andaman and Nicobar Islands,2021-02-18,18.0,,-8.0,61.0,20.0,4.0
2636071,Andaman and Nicobar Islands,2021-02-19,24.0,,-8.0,62.0,24.0,5.0
2636072,Andaman and Nicobar Islands,2021-02-20,25.0,,-5.0,65.0,27.0,4.0
2636073,Andaman and Nicobar Islands,2021-02-21,16.0,,22.0,69.0,24.0,6.0
2636074,Andaman and Nicobar Islands,2021-02-22,19.0,,0.0,67.0,21.0,5.0
2636075,Andaman and Nicobar Islands,2021-02-23,16.0,,-3.0,68.0,19.0,4.0
2636076,Andaman and Nicobar Islands,2021-02-24,24.0,,-2.0,77.0,24.0,4.0
2636077,Andaman and Nicobar Islands,2021-02-25,18.0,,0.0,67.0,23.0,5.0
2636078,Andaman and Nicobar Islands,2021-02-26,17.0,,-1.0,67.0,25.0,5.0
2636079,Andaman and Nicobar Islands,2021-02-27,21.0,,-1.0,67.0,26.0,6.0
2636080,Andaman and Nicobar Islands,2021-02-28,16.0,,21.0,64.0,26.0,6.0
2636081,Andaman and Nicobar Islands,2021-03-01,23.0,,2.0,74.0,25.0,5.0
2636082,Andaman and Nicobar Islands,2021-03-02,24.0,,0.0,75.0,23.0,4.0
2636083,Andaman and Nicobar Islands,2021-03-03,27.0,,0.0,81.0,23.0,4.0
2636084,Andaman and Nicobar Islands,2021-03-04,21.0,,-3.0,69.0,23.0,4.0
2636085,Andaman and Nicobar Islands,2021-03-05,25.0,,-4.0,69.0,27.0,5.0
2636086,Andaman and Nicobar Islands,2021-03-06,27.0,,0.0,69.0,31.0,4.0
2636087,Andaman and Nicobar Islands,2021-03-07,22.0,,18.0,72.0,21.0,5.0
2636088,Andaman and Nicobar Islands,2021-03-08,23.0,,0.0,64.0,25.0,4.0
2636089,Andaman and Nicobar Islands,2021-03-09,19.0,,-1.0,65.0,20.0,5.0
2636090,Andaman and Nicobar Islands,2021-03-10,30.0,,0.0,81.0,25.0,3.0
2636091,Andaman and Nicobar Islands,2021-03-11,24.0,,7.0,72.0,10.0,7.0
2636092,Andaman and Nicobar Islands,2021-03-12,30.0,,-4.0,67.0,25.0,5.0
2636093,Andaman and Nicobar Islands,2021-03-13,28.0,,2.0,71.0,17.0,7.0
2636094,Andaman and Nicobar Islands,2021-03-14,20.0,,24.0,70.0,20.0,7.0
2636095,Andaman and Nicobar Islands,2021-03-15,28.0,,1.0,70.0,25.0,5.0
2636096,Andaman and Nicobar Islands,2021-03-16,22.0,,-4.0,63.0,21.0,6.0
2636097,Andaman and Nicobar Islands,2021-03-17,31.0,,2.0,74.0,27.0,3.0
2636098,Andaman and Nicobar Islands,2021-03-18,27.0,,8.0,68.0,26.0,4.0
2636099,Andaman and Nicobar Islands,2021-03-19,35.0,,2.0,68.0,31.0,5.0
2636100,Andaman and Nicobar Islands,2021-03-20,34.0,,7.0,71.0,33.0,5.0
2636101,Andaman and Nicobar Islands,2021-03-21,28.0,,35.0,59.0,24.0,6.0
2636102,Andaman and Nicobar Islands,2021-03-22,26.0,,8.0,69.0,29.0,3.0
2636103,Andaman and Nicobar Islands,2021-03-23,25.0,,2.0,66.0,25.0,5.0
2636104,Andaman and Nicobar Islands,2021-03-24,40.0,,-1.0,72.0,28.0,3.0
2636105,Andaman and Nicobar Islands,2021-03-25,37.0,,5.0,63.0,27.0,4.0
2636106,Andaman and Nicobar Islands,2021-03-26,32.0,,-3.0,60.0,26.0,4.0
2636107,Andaman and Nicobar Islands,2021-03-27,41.0,,4.0,63.0,30.0,1.0
2636108,Andaman and Nicobar Islands,2021-03-28,35.0,,33.0,65.0,31.0,5.0
2636109,Andaman and Nicobar Islands,2021-03-29,0.0,,11.0,35.0,-50.0,20.0
2636110,Andaman and Nicobar Islands,2021-03-30,35.0,,0.0,72.0,27.0,5.0
2636111,Andaman and Nicobar Islands,2021-03-31,31.0,,-1.0,78.0,27.0,4.0
2636112,Andaman and Nicobar Islands,2021-04-01,27.0,,-7.0,72.0,28.0,6.0
2636113,Andaman and Nicobar Islands,2021-04-02,23.0,,-9.0,52.0,-28.0,18.0
2636114,Andaman and Nicobar Islands,2021-04-03,44.0,,-4.0,74.0,30.0,7.0
2636115,Andaman and Nicobar Islands,2021-04-04,29.0,,18.0,64.0,24.0,9.0
2636116,Andaman and Nicobar Islands,2021-04-05,48.0,,-2.0,76.0,30.0,6.0
2636117,Andaman and Nicobar Islands,2021-04-06,39.0,,-3.0,72.0,27.0,5.0
2636118,Andaman and Nicobar Islands,2021-04-07,38.0,,-2.0,80.0,29.0,4.0
2636119,Andaman and Nicobar Islands,2021-04-08,39.0,,-1.0,67.0,31.0,6.0
2636120,Andaman and Nicobar Islands,2021-04-09,44.0,,-10.0,70.0,34.0,7.0
2636121,Andaman and Nicobar Islands,2021-04-10,44.0,,-9.0,72.0,21.0,10.0
2636122,Andaman and Nicobar Islands,2021-04-11,31.0,,15.0,52.0,28.0,9.0
2636123,Andaman and Nicobar Islands,2021-04-12,48.0,,-3.0,68.0,28.0,6.0
2636124,Andaman and Nicobar Islands,2021-04-13,42.0,,-7.0,64.0,16.0,8.0
2636125,Andaman and Nicobar Islands,2021-04-14,25.0,,-11.0,51.0,-25.0,16.0
2636126,Andaman and Nicobar Islands,2021-04-15,30.0,,-10.0,58.0,27.0,7.0
2636127,Andaman and Nicobar Islands,2021-04-16,15.0,,-20.0,49.0,30.0,12.0
2636128,Andaman and Nicobar Islands,2021-04-17,23.0,,-18.0,51.0,32.0,11.0
2636129,Andaman and Nicobar Islands,2021-04-18,7.0,,-2.0,40.0,26.0,13.0
2636130,Andaman and Nicobar Islands,2021-04-19,22.0,,-18.0,49.0,26.0,10.0
2636131,Andaman and Nicobar Islands,2021-04-20,18.0,,-20.0,46.0,22.0,10.0
2636132,Andaman and Nicobar Islands,2021-04-21,19.0,,-23.0,44.0,11.0,12.0
2636133,Andaman and Nicobar Islands,2021-04-22,11.0,,-26.0,39.0,20.0,12.0
2636134,Andaman and Nicobar Islands,2021-04-23,15.0,,-29.0,29.0,22.0,14.0
2636135,Andaman and Nicobar Islands,2021-04-24,2.0,,-34.0,23.0,16.0,16.0
2636136,Andaman and Nicobar Islands,2021-04-25,-19.0,,-28.0,2.0,14.0,18.0
2636137,Andaman and Nicobar Islands,2021-04-26,5.0,,-29.0,23.0,18.0,14.0
2636138,Andaman and Nicobar Islands,2021-04-27,1.0,,-34.0,18.0,15.0,14.0
2636139,Andaman and Nicobar Islands,2021-04-28,2.0,,-34.0,21.0,14.0,13.0
2636140,Andaman and Nicobar Islands,2021-04-29,3.0,,-33.0,17.0,14.0,16.0
2636141,Andaman and Nicobar Islands,2021-04-30,12.0,,-35.0,22.0,17.0,16.0
2636142,Andaman and Nicobar Islands,2021-05-01,24.0,,-37.0,26.0,6.0,16.0
2636143,Andaman and Nicobar Islands,2021-05-02,-65.0,,-49.0,-30.0,-14.0,28.0
2636144,Andaman and Nicobar Islands,2021-05-03,-55.0,,-51.0,-28.0,-20.0,29.0
2636145,Andaman and Nicobar Islands,2021-05-04,-51.0,,-49.0,-22.0,-20.0,27.0
2636146,Andaman and Nicobar Islands,2021-05-05,-48.0,,-47.0,-19.0,-20.0,26.0
2636147,Andaman and Nicobar Islands,2021-05-06,-51.0,,-47.0,-20.0,-21.0,27.0
2636148,Andaman and Nicobar Islands,2021-05-07,-50.0,,-50.0,-23.0,-20.0,30.0
2636149,Andaman and Nicobar Islands,2021-05-08,-51.0,,-49.0,-19.0,-25.0,31.0
2636150,Andaman and Nicobar Islands,2021-05-09,-55.0,,-45.0,-28.0,-9.0,27.0
2636151,Andaman and Nicobar Islands,2021-05-10,-48.0,,-47.0,-20.0,-17.0,28.0
2636152,Andaman and Nicobar Islands,2021-05-11,-46.0,,-47.0,-16.0,-20.0,28.0
2636153,Andaman and Nicobar Islands,2021-05-12,-42.0,,-46.0,-12.0,-19.0,28.0
2636154,Andaman and Nicobar Islands,2021-05-13,-44.0,,-43.0,-17.0,-19.0,29.0
2636155,Andaman and Nicobar Islands,2021-05-14,-52.0,,-50.0,-24.0,-54.0,36.0
2636156,Andaman and Nicobar Islands,2021-05-15,-49.0,,-47.0,-26.0,-21.0,32.0
2636157,Andaman and Nicobar Islands,2021-05-16,-50.0,,-43.0,-28.0,-6.0,28.0
2636158,Andaman and Nicobar Islands,2021-05-17,-46.0,,-42.0,-21.0,-17.0,29.0
2636159,Andaman and Nicobar Islands,2021-05-18,-48.0,,-46.0,-24.0,-18.0,29.0
2636160,Andaman and Nicobar Islands,2021-05-19,-46.0,,-44.0,-17.0,-17.0,28.0
2636161,Andaman and Nicobar Islands,2021-05-20,-50.0,,-43.0,-20.0,-17.0,29.0
2636162,Andaman and Nicobar Islands,2021-05-21,-45.0,,-48.0,-17.0,-16.0,30.0
2636163,Andaman and Nicobar Islands,2021-05-22,-37.0,,-49.0,-9.0,-21.0,28.0
2636164,Andaman and Nicobar Islands,2021-05-23,-45.0,,-46.0,-17.0,-1.0,23.0
2636165,Andaman and Nicobar Islands,2021-05-24,-78.0,,-59.0,-52.0,-48.0,39.0
2636166,Andaman and Nicobar Islands,2021-05-25,-77.0,,-60.0,-49.0,-48.0,40.0
2636167,Andaman and Nicobar Islands,2021-05-26,-72.0,,-57.0,-43.0,-61.0,41.0
2636168,Andaman and Nicobar Islands,2021-05-27,-72.0,,-51.0,-40.0,-41.0,38.0
2636169,Andaman and Nicobar Islands,2021-05-28,-63.0,,-52.0,-32.0,-35.0,36.0
2636170,Andaman and Nicobar Islands,2021-05-29,-65.0,,-52.0,-33.0,-34.0,35.0
2636171,Andaman and Nicobar Islands,2021-05-30,-60.0,,-46.0,-29.0,-17.0,30.0
2636172,Andaman and Nicobar Islands,2021-05-31,-58.0,,-46.0,-24.0,-32.0,33.0
2636173,Andaman and Nicobar Islands,2021-06-01,-60.0,,-45.0,-25.0,-31.0,32.0
2636174,Andaman and Nicobar Islands,2021-06-02,-58.0,,-47.0,-17.0,-30.0,31.0
2636175,Andaman and Nicobar Islands,2021-06-03,-58.0,,-45.0,-20.0,-29.0,32.0
2636176,Andaman and Nicobar Islands,2021-06-04,-55.0,,-47.0,-19.0,-26.0,33.0
2636177,Andaman and Nicobar Islands,2021-06-05,-60.0,,-47.0,-22.0,-27.0,32.0
2636178,Andaman and Nicobar Islands,2021-06-06,-57.0,,-39.0,-25.0,-16.0,28.0
2636179,Andaman and Nicobar Islands,2021-06-07,-58.0,,-46.0,-23.0,-25.0,33.0
2636180,Andaman and Nicobar Islands,2021-06-08,-58.0,,-46.0,-17.0,-26.0,31.0
2636181,Andaman and Nicobar Islands,2021-06-09,-55.0,,-45.0,-16.0,-26.0,30.0
2636182,Andaman and Nicobar Islands,2021-06-10,-59.0,,-43.0,-24.0,-26.0,32.0
2636183,Andaman and Nicobar Islands,2021-06-11,-50.0,,-45.0,-18.0,-20.0,31.0
2636184,Andaman and Nicobar Islands,2021-06-12,-55.0,,-45.0,-13.0,-29.0,29.0
2636185,Andaman and Nicobar Islands,2021-06-13,-55.0,,-41.0,-24.0,-12.0,28.0
2636186,Andaman and Nicobar Islands,2021-06-14,-53.0,,-40.0,-20.0,-22.0,28.0
2636187,Andaman and Nicobar Islands,2021-06-15,-50.0,,-42.0,-11.0,-20.0,28.0
2636188,Andaman and Nicobar Islands,2021-06-16,-45.0,,-38.0,-1.0,-21.0,26.0
2636189,Andaman and Nicobar Islands,2021-06-17,-50.0,,-36.0,-13.0,-19.0,27.0
2636190,Andaman and Nicobar Islands,2021-06-18,-49.0,,-40.0,-11.0,-16.0,28.0
2636191,Andaman and Nicobar Islands,2021-06-19,-41.0,,-44.0,-6.0,-17.0,26.0
2636192,Andaman and Nicobar Islands,2021-06-20,-34.0,,-38.0,-10.0,4.0,22.0
2636193,Andaman and Nicobar Islands,2021-06-21,-36.0,,-40.0,-5.0,-14.0,23.0
2636194,Andaman and Nicobar Islands,2021-06-22,-41.0,,-41.0,-3.0,-14.0,24.0
2636195,Andaman and Nicobar Islands,2021-06-23,-41.0,,-44.0,-4.0,-14.0,22.0
2636196,Andaman and Nicobar Islands,2021-06-24,-43.0,,-40.0,-8.0,-12.0,24.0
2636197,Andaman and Nicobar Islands,2021-06-25,-42.0,,-43.0,-6.0,-8.0,24.0
2636198,Andaman and Nicobar Islands,2021-06-26,-18.0,,-41.0,12.0,-8.0,23.0
2636199,Andaman and Nicobar Islands,2021-06-27,-16.0,,-31.0,5.0,19.0,19.0
2636200,Andaman and Nicobar Islands,2021-06-28,-21.0,,-35.0,0.0,-4.0,20.0
2636201,Andaman and Nicobar Islands,2021-06-29,-22.0,,-37.0,5.0,-2.0,20.0
2636202,Andaman and Nicobar Islands,2021-06-30,-18.0,,-38.0,17.0,-4.0,18.0
2636203,Andaman and Nicobar Islands,2021-07-01,-17.0,,-33.0,17.0,2.0,20.0
2636204,Andaman and Nicobar Islands,2021-07-02,-11.0,,-40.0,9.0,6.0,21.0
2636205,Andaman and Nicobar Islands,2021-07-03,-9.0,,-35.0,19.0,4.0,20.0
2636206,Andaman and Nicobar Islands,2021-07-04,-19.0,,-25.0,15.0,14.0,16.0
2636207,Andaman and Nicobar Islands,2021-07-05,-11.0,,-32.0,12.0,3.0,18.0
2636208,Andaman and Nicobar Islands,2021-07-06,-14.0,,-35.0,15.0,3.0,19.0
2636209,Andaman and Nicobar Islands,2021-07-07,7.0,,-32.0,27.0,5.0,16.0
2636210,Andaman and Nicobar Islands,2021-07-08,3.0,,-28.0,23.0,8.0,16.0
2636211,Andaman and Nicobar Islands,2021-07-09,5.0,,-33.0,20.0,11.0,17.0
2636212,Andaman and Nicobar Islands,2021-07-10,-12.0,,-35.0,12.0,-2.0,21.0
2636213,Andaman and Nicobar Islands,2021-07-11,-14.0,,-23.0,11.0,11.0,17.0
2636214,Andaman and Nicobar Islands,2021-07-12,6.0,,-30.0,19.0,5.0,17.0
2636215,Andaman and Nicobar Islands,2021-07-13,4.0,,-28.0,26.0,5.0,15.0
2636216,Andaman and Nicobar Islands,2021-07-14,14.0,,-23.0,32.0,6.0,13.0
2636217,Andaman and Nicobar Islands,2021-07-15,6.0,,-22.0,24.0,6.0,14.0
2637106,Andhra Pradesh,2020-02-15,-1.0,-1.0,5.0,5.0,4.0,0.0
2637107,Andhra Pradesh,2020-02-16,-1.0,1.0,4.0,4.0,-1.0,1.0
2637108,Andhra Pradesh,2020-02-17,-1.0,-1.0,4.0,3.0,6.0,0.0
2637109,Andhra Pradesh,2020-02-18,-1.0,1.0,4.0,2.0,5.0,0.0
2637110,Andhra Pradesh,2020-02-19,-2.0,0.0,4.0,0.0,4.0,0.0
2637111,Andhra Pradesh,2020-02-20,0.0,5.0,5.0,6.0,4.0,0.0
2637112,Andhra Pradesh,2020-02-21,-3.0,-6.0,18.0,0.0,-31.0,6.0
2637113,Andhra Pradesh,2020-02-22,-3.0,-5.0,12.0,0.0,-9.0,2.0
2637114,Andhra Pradesh,2020-02-23,-2.0,-3.0,2.0,1.0,0.0,2.0
2637115,Andhra Pradesh,2020-02-24,0.0,-1.0,4.0,4.0,6.0,0.0
2637116,Andhra Pradesh,2020-02-25,1.0,0.0,5.0,2.0,5.0,0.0
2637117,Andhra Pradesh,2020-02-26,0.0,-2.0,6.0,2.0,2.0,-1.0
2637118,Andhra Pradesh,2020-02-27,1.0,0.0,4.0,2.0,4.0,0.0
2637119,Andhra Pradesh,2020-02-28,0.0,-2.0,4.0,1.0,5.0,1.0
2637120,Andhra Pradesh,2020-02-29,-1.0,-1.0,4.0,1.0,9.0,1.0
2637121,Andhra Pradesh,2020-03-01,1.0,3.0,3.0,3.0,4.0,1.0
2637122,Andhra Pradesh,2020-03-02,0.0,1.0,4.0,1.0,9.0,1.0
2637123,Andhra Pradesh,2020-03-03,0.0,2.0,5.0,0.0,7.0,0.0
2637124,Andhra Pradesh,2020-03-04,0.0,5.0,6.0,0.0,6.0,0.0
2637125,Andhra Pradesh,2020-03-05,0.0,5.0,4.0,0.0,5.0,1.0
2637126,Andhra Pradesh,2020-03-06,0.0,4.0,5.0,0.0,7.0,2.0
2637127,Andhra Pradesh,2020-03-07,-1.0,3.0,6.0,3.0,7.0,1.0
2637128,Andhra Pradesh,2020-03-08,1.0,4.0,5.0,3.0,2.0,1.0
2637129,Andhra Pradesh,2020-03-09,1.0,3.0,9.0,1.0,4.0,1.0
2637130,Andhra Pradesh,2020-03-10,0.0,4.0,9.0,0.0,-1.0,1.0
2637131,Andhra Pradesh,2020-03-11,-2.0,1.0,5.0,-1.0,2.0,-1.0
2637132,Andhra Pradesh,2020-03-12,-1.0,1.0,4.0,-2.0,2.0,1.0
2637133,Andhra Pradesh,2020-03-13,-4.0,-1.0,3.0,-2.0,3.0,1.0
2637134,Andhra Pradesh,2020-03-14,-5.0,0.0,3.0,-3.0,-11.0,4.0
2637135,Andhra Pradesh,2020-03-15,-6.0,-1.0,-1.0,-2.0,0.0,2.0
2637136,Andhra Pradesh,2020-03-16,-4.0,1.0,2.0,-2.0,5.0,2.0
2637137,Andhra Pradesh,2020-03-17,-4.0,1.0,4.0,-4.0,2.0,2.0
2637138,Andhra Pradesh,2020-03-18,-4.0,2.0,5.0,-3.0,0.0,1.0
2637139,Andhra Pradesh,2020-03-19,-4.0,7.0,2.0,2.0,-8.0,2.0
2637140,Andhra Pradesh,2020-03-20,-11.0,13.0,-4.0,-6.0,-12.0,5.0
2637141,Andhra Pradesh,2020-03-21,-16.0,21.0,-9.0,-10.0,-14.0,6.0
2637142,Andhra Pradesh,2020-03-22,-76.0,-76.0,-55.0,-63.0,-45.0,23.0
2637143,Andhra Pradesh,2020-03-23,-51.0,-13.0,-26.0,-46.0,-36.0,17.0
2637144,Andhra Pradesh,2020-03-24,-68.0,-45.0,-39.0,-59.0,-54.0,23.0
2637145,Andhra Pradesh,2020-03-25,-76.0,-60.0,-47.0,-68.0,-67.0,29.0
2637146,Andhra Pradesh,2020-03-26,-74.0,-56.0,-46.0,-66.0,-60.0,28.0
2637147,Andhra Pradesh,2020-03-27,-74.0,-56.0,-46.0,-66.0,-59.0,29.0
2637148,Andhra Pradesh,2020-03-28,-75.0,-57.0,-49.0,-67.0,-58.0,30.0
2637149,Andhra Pradesh,2020-03-29,-71.0,-54.0,-49.0,-63.0,-37.0,21.0
2637150,Andhra Pradesh,2020-03-30,-73.0,-59.0,-45.0,-66.0,-56.0,28.0
2637151,Andhra Pradesh,2020-03-31,-72.0,-56.0,-43.0,-64.0,-55.0,25.0
2637152,Andhra Pradesh,2020-04-01,-74.0,-58.0,-44.0,-65.0,-57.0,26.0
2637153,Andhra Pradesh,2020-04-02,-75.0,-61.0,-47.0,-67.0,-60.0,29.0
2637154,Andhra Pradesh,2020-04-03,-74.0,-60.0,-45.0,-66.0,-56.0,28.0
2637155,Andhra Pradesh,2020-04-04,-74.0,-61.0,-46.0,-66.0,-52.0,27.0
2637156,Andhra Pradesh,2020-04-05,-71.0,-57.0,-48.0,-62.0,-32.0,20.0
2637157,Andhra Pradesh,2020-04-06,-74.0,-60.0,-43.0,-65.0,-54.0,28.0
2637158,Andhra Pradesh,2020-04-07,-77.0,-48.0,-42.0,-58.0,-56.0,26.0
2637159,Andhra Pradesh,2020-04-08,-77.0,-48.0,-43.0,-59.0,-55.0,26.0
2637160,Andhra Pradesh,2020-04-09,-78.0,-50.0,-44.0,-60.0,-56.0,28.0
2637161,Andhra Pradesh,2020-04-10,-78.0,-50.0,-44.0,-60.0,-60.0,30.0
2637162,Andhra Pradesh,2020-04-11,-79.0,-51.0,-47.0,-61.0,-57.0,30.0
2637163,Andhra Pradesh,2020-04-12,-78.0,-53.0,-50.0,-60.0,-36.0,22.0
2637164,Andhra Pradesh,2020-04-13,-77.0,-51.0,-44.0,-61.0,-53.0,28.0
2637165,Andhra Pradesh,2020-04-14,-78.0,-50.0,-43.0,-60.0,-58.0,27.0
2637166,Andhra Pradesh,2020-04-15,-77.0,-46.0,-42.0,-58.0,-52.0,26.0
